final_rank,reduced_formula,superconductor_ranking,best_rbt_score,best_tc_estimate,best_tau_valence,best_kappa_curvature,best_phase_locking,best_prototype,structure_quality,n_elements
178,Li2Ca2Mg3,1.5534,0.6006,32.4639,0.2857,0.0000,0.0000,perovskite,1.0000,3
179,Li2Mg2Fe3,1.5534,0.6006,32.4639,0.2857,0.0000,0.0000,perovskite,1.0000,3
180,Li2Mg3Fe2,1.5534,0.6006,32.4639,0.2857,0.0000,0.0000,perovskite,1.0000,3
181,Li2Ca2Fe3,1.5534,0.6006,32.4639,0.2857,0.0000,0.0000,perovskite,1.0000,3
182,Li2Ca3Fe2,1.5534,0.6006,32.4639,0.2857,0.0000,0.0000,perovskite,1.0000,3
183,Ca3(MgAl)2,1.5534,0.6006,32.4639,0.2857,0.0000,0.0000,perovskite,1.0000,3
184,Ca2Mg3Al2,1.5534,0.6006,32.4639,0.2857,0.0000,0.0000,perovskite,1.0000,3
185,Mg2Al2Fe3,1.5534,0.6006,32.4639,0.2857,0.0000,0.0000,perovskite,1.0000,3
186,Mg3(AlFe)2,1.5534,0.6006,32.4639,0.2857,0.0000,0.0000,perovskite,1.0000,3
187,Ca2Al2Fe3,1.5534,0.6006,32.4639,0.2857,0.0000,0.0000,perovskite,1.0000,3
188,Ca3(AlFe)2,1.5534,0.6006,32.4639,0.2857,0.0000,0.0000,perovskite,1.0000,3
189,Mg2B,1.5514,0.5992,32.3142,0.3333,0.0000,0.0420,cesiumchloride,1.0000,2
190,Fe2B,1.5514,0.5992,32.3142,0.3333,0.0000,0.0420,cesiumchloride,1.0000,2
191,Ca2B,1.5494,0.5979,32.1714,0.3333,0.0000,0.0376,cesiumchloride,1.0000,2
192,Ca3Mg2B3,1.5474,0.5965,32.0211,0.3750,0.0000,0.0719,perovskite,1.0000,3
193,Ca2(MgB)3,1.5474,0.5965,32.0211,0.3750,0.0000,0.0719,perovskite,1.0000,3
194,Mg2(FeB)3,1.5474,0.5965,32.0211,0.3750,0.0000,0.0719,perovskite,1.0000,3
195,Mg3Fe2B3,1.5474,0.5965,32.0211,0.3750,0.0000,0.0719,perovskite,1.0000,3
196,Ca2(FeB)3,1.5474,0.5965,32.0211,0.3750,0.0000,0.0719,perovskite,1.0000,3
197,Ca3Fe2B3,1.5474,0.5965,32.0211,0.3750,0.0000,0.0719,perovskite,1.0000,3
198,Fe5B,1.5434,0.6638,39.6524,0.1667,0.0000,0.0839,cesiumchloride,0.5000,2
199,Mg5B,1.5403,0.6615,39.3836,0.1667,0.0000,0.0764,cesiumchloride,0.5000,2
200,Ca5B,1.5403,0.6615,39.3836,0.1667,0.0000,0.0764,cesiumchloride,0.5000,2
201,Ca2Mg2Fe3B,1.5391,0.6606,39.2801,0.1250,0.0000,0.0255,quaternary_heusler,0.5000,4
202,Ca2Mg3Fe2B,1.5384,0.6602,39.2218,0.1250,0.0000,0.0238,quaternary_heusler,0.5000,4
203,CaMg3Fe3B,1.5382,0.6600,39.2072,0.1250,0.0000,0.0234,quaternary_heusler,0.5000,4
204,Ca3Mg3FeB,1.5376,0.6596,39.1540,0.1250,0.0000,0.0219,quaternary_heusler,0.5000,4
205,Ca3MgFe3B,1.5369,0.6591,39.0949,0.1250,0.0000,0.0203,quaternary_heusler,0.5000,4
206,Ca3Mg2Fe2B,1.5363,0.6586,39.0413,0.1250,0.0000,0.0188,quaternary_heusler,0.5000,4
207,Ca2Mg2Fe2B,1.5338,0.6569,38.8309,0.1429,0.0000,0.0337,quaternary_heusler,0.5000,4
208,CaMg3Fe2B,1.5334,0.6566,38.7974,0.1429,0.0000,0.0327,quaternary_heusler,0.5000,4
209,CaMg2Fe3B,1.5331,0.6563,38.7669,0.1429,0.0000,0.0319,quaternary_heusler,0.5000,4
210,AlFe2,1.5327,0.5866,30.9703,0.3333,0.0000,0.0000,rocksalt,1.0000,2
211,LiCaMg,1.5327,0.5866,30.9703,0.3333,0.0000,0.0000,perovskite,1.0000,3
212,Li2Ca3Mg,1.5327,0.5866,30.9703,0.3333,0.0000,0.0000,perovskite,1.0000,3
213,Li2CaMg3,1.5327,0.5866,30.9703,0.3333,0.0000,0.0000,perovskite,1.0000,3
214,LiMgFe,1.5327,0.5866,30.9703,0.3333,0.0000,0.0000,perovskite,1.0000,3
215,Li2MgFe3,1.5327,0.5866,30.9703,0.3333,0.0000,0.0000,perovskite,1.0000,3
216,Li2Mg3Fe,1.5327,0.5866,30.9703,0.3333,0.0000,0.0000,perovskite,1.0000,3
217,LiCaFe,1.5327,0.5866,30.9703,0.3333,0.0000,0.0000,perovskite,1.0000,3
218,Li2CaFe3,1.5327,0.5866,30.9703,0.3333,0.0000,0.0000,perovskite,1.0000,3
219,Li2Ca3Fe,1.5327,0.5866,30.9703,0.3333,0.0000,0.0000,perovskite,1.0000,3
220,CaMgAl,1.5327,0.5866,30.9703,0.3333,0.0000,0.0000,perovskite,1.0000,3
221,Ca3MgAl2,1.5327,0.5866,30.9703,0.3333,0.0000,0.0000,perovskite,1.0000,3
222,CaMg3Al2,1.5327,0.5866,30.9703,0.3333,0.0000,0.0000,perovskite,1.0000,3
223,MgAlFe,1.5327,0.5866,30.9703,0.3333,0.0000,0.0000,perovskite,1.0000,3
224,MgAl2Fe3,1.5327,0.5866,30.9703,0.3333,0.0000,0.0000,perovskite,1.0000,3
225,Mg3Al2Fe,1.5327,0.5866,30.9703,0.3333,0.0000,0.0000,perovskite,1.0000,3
226,CaAlFe,1.5327,0.5866,30.9703,0.3333,0.0000,0.0000,perovskite,1.0000,3
227,CaAl2Fe3,1.5327,0.5866,30.9703,0.3333,0.0000,0.0000,perovskite,1.0000,3
228,Ca3Al2Fe,1.5327,0.5866,30.9703,0.3333,0.0000,0.0000,perovskite,1.0000,3
229,Ca3Mg2B,1.5320,0.6555,38.6765,0.1667,0.0000,0.0565,inverse_perovskite,0.5000,3
230,Ca2Mg3FeB,1.5319,0.6555,38.6721,0.1429,0.0000,0.0292,quaternary_heusler,0.5000,4
231,Ca3MgFe2B,1.5317,0.6553,38.6477,0.1429,0.0000,0.0285,quaternary_heusler,0.5000,4
232,Ca3Mg2FeB,1.5317,0.6553,38.6477,0.1429,0.0000,0.0285,quaternary_heusler,0.5000,4
233,Ca2MgFe3B,1.5314,0.6551,38.6227,0.1429,0.0000,0.0278,quaternary_heusler,0.5000,4
234,Ca2Mg2FeB,1.5297,0.6539,38.4853,0.1667,0.0000,0.0511,quaternary_heusler,0.5000,4
235,Ca3MgFeB,1.5292,0.6535,38.4384,0.1667,0.0000,0.0498,layered_perovskite,0.5000,4
236,LiCa3MgFe3,1.5285,0.6530,38.3767,0.1250,0.0000,0.0000,quaternary_heusler,0.5000,4
237,LiCa2Mg2Fe3,1.5285,0.6530,38.3767,0.1250,0.0000,0.0000,quaternary_heusler,0.5000,4
238,LiCa3(MgFe)2,1.5285,0.6530,38.3767,0.1250,0.0000,0.0000,quaternary_heusler,0.5000,4
239,LiCa(MgFe)3,1.5285,0.6530,38.3767,0.1250,0.0000,0.0000,quaternary_heusler,0.5000,4
240,LiCa2Mg3Fe2,1.5285,0.6530,38.3767,0.1250,0.0000,0.0000,quaternary_heusler,0.5000,4
241,LiCa3Mg3Fe,1.5285,0.6530,38.3767,0.1250,0.0000,0.0000,quaternary_heusler,0.5000,4
242,Ca3MgAlFe3,1.5285,0.6530,38.3767,0.1250,0.0000,0.0000,quaternary_heusler,0.5000,4
243,Ca2Mg2AlFe3,1.5285,0.6530,38.3767,0.1250,0.0000,0.0000,quaternary_heusler,0.5000,4
244,Ca3Mg2AlFe2,1.5285,0.6530,38.3767,0.1250,0.0000,0.0000,quaternary_heusler,0.5000,4
245,CaMg3AlFe3,1.5285,0.6530,38.3767,0.1250,0.0000,0.0000,quaternary_heusler,0.5000,4
246,Ca2Mg3AlFe2,1.5285,0.6530,38.3767,0.1250,0.0000,0.0000,quaternary_heusler,0.5000,4
247,Ca3Mg3AlFe,1.5285,0.6530,38.3767,0.1250,0.0000,0.0000,quaternary_heusler,0.5000,4
248,LiMg5,1.5282,0.6386,36.7021,0.1667,0.0000,0.0000,rocksalt,0.6000,2
249,LiCa5,1.5282,0.6386,36.7021,0.1667,0.0000,0.0000,rocksalt,0.6000,2
250,LiFe5,1.5282,0.6386,36.7021,0.1667,0.0000,0.0000,rocksalt,0.6000,2
251,Mg5Al,1.5282,0.6386,36.7021,0.1667,0.0000,0.0000,rocksalt,0.6000,2
252,Ca5Al,1.5282,0.6386,36.7021,0.1667,0.0000,0.0000,rocksalt,0.6000,2
253,CaMg3FeB,1.5266,0.6517,38.2216,0.1667,0.0000,0.0436,layered_perovskite,0.5000,4
254,Ca2MgFe2B,1.5258,0.6511,38.1558,0.1667,0.0000,0.0417,quaternary_heusler,0.5000,4
255,CaMg2Fe2B,1.5258,0.6511,38.1558,0.1667,0.0000,0.0417,quaternary_heusler,0.5000,4
256,CaMgFe3B,1.5230,0.6491,37.9202,0.1667,0.0000,0.0350,quaternary_heusler,0.5000,4
257,LiCa2MgFe3,1.5197,0.6468,37.6458,0.1429,0.0000,0.0000,quaternary_heusler,0.5000,4
258,LiCa3MgFe2,1.5197,0.6468,37.6458,0.1429,0.0000,0.0000,quaternary_heusler,0.5000,4
259,LiCaMg2Fe3,1.5197,0.6468,37.6458,0.1429,0.0000,0.0000,quaternary_heusler,0.5000,4
260,LiCa2(MgFe)2,1.5197,0.6468,37.6458,0.1429,0.0000,0.0000,quaternary_heusler,0.5000,4
261,LiCa3Mg2Fe,1.5197,0.6468,37.6458,0.1429,0.0000,0.0000,quaternary_heusler,0.5000,4
262,LiCaMg3Fe2,1.5197,0.6468,37.6458,0.1429,0.0000,0.0000,quaternary_heusler,0.5000,4
263,LiCa2Mg3Fe,1.5197,0.6468,37.6458,0.1429,0.0000,0.0000,quaternary_heusler,0.5000,4
264,Ca2MgAlFe3,1.5197,0.6468,37.6458,0.1429,0.0000,0.0000,quaternary_heusler,0.5000,4
265,Ca3MgAlFe2,1.5197,0.6468,37.6458,0.1429,0.0000,0.0000,quaternary_heusler,0.5000,4
266,CaMg2AlFe3,1.5197,0.6468,37.6458,0.1429,0.0000,0.0000,quaternary_heusler,0.5000,4
267,Ca2Mg2AlFe2,1.5197,0.6468,37.6458,0.1429,0.0000,0.0000,quaternary_heusler,0.5000,4
268,Ca3Mg2AlFe,1.5197,0.6468,37.6458,0.1429,0.0000,0.0000,quaternary_heusler,0.5000,4
269,CaMg3AlFe2,1.5197,0.6468,37.6458,0.1429,0.0000,0.0000,quaternary_heusler,0.5000,4
270,Ca2Mg3AlFe,1.5197,0.6468,37.6458,0.1429,0.0000,0.0000,quaternary_heusler,0.5000,4
271,Fe4B,1.5182,0.6456,37.5172,0.2000,0.0000,0.0605,cesiumchloride,0.5000,2
272,Al3Fe5,1.5152,0.5749,29.7475,0.3750,0.0000,0.0000,rocksalt,1.0000,2
273,Li3Ca3Mg2,1.5152,0.5749,29.7475,0.3750,0.0000,0.0000,perovskite,1.0000,3
274,Li3Ca2Mg3,1.5152,0.5749,29.7475,0.3750,0.0000,0.0000,perovskite,1.0000,3
275,Li3Mg2Fe3,1.5152,0.5749,29.7475,0.3750,0.0000,0.0000,perovskite,1.0000,3
276,Li3Mg3Fe2,1.5152,0.5749,29.7475,0.3750,0.0000,0.0000,perovskite,1.0000,3
277,Li3Ca2Fe3,1.5152,0.5749,29.7475,0.3750,0.0000,0.0000,perovskite,1.0000,3
278,Li3Ca3Fe2,1.5152,0.5749,29.7475,0.3750,0.0000,0.0000,perovskite,1.0000,3
279,Ca3Mg2Al3,1.5152,0.5749,29.7475,0.3750,0.0000,0.0000,perovskite,1.0000,3
280,Ca2(MgAl)3,1.5152,0.5749,29.7475,0.3750,0.0000,0.0000,perovskite,1.0000,3
281,Mg2(AlFe)3,1.5152,0.5749,29.7475,0.3750,0.0000,0.0000,perovskite,1.0000,3
282,Mg3Al3Fe2,1.5152,0.5749,29.7475,0.3750,0.0000,0.0000,perovskite,1.0000,3
283,Ca2(AlFe)3,1.5152,0.5749,29.7475,0.3750,0.0000,0.0000,perovskite,1.0000,3
284,Ca3Al3Fe2,1.5152,0.5749,29.7475,0.3750,0.0000,0.0000,perovskite,1.0000,3
285,CaMg2FeB,1.5129,0.6419,37.0864,0.2000,0.0000,0.0481,quaternary_heusler,0.5000,4
286,Mg4B,1.5126,0.6417,37.0613,0.2000,0.0000,0.0474,cesiumchloride,0.5000,2
287,Ca4B,1.5126,0.6417,37.0613,0.2000,0.0000,0.0474,cesiumchloride,0.5000,2
288,LiMg4,1.5124,0.6275,35.4372,0.2000,0.0000,0.0000,rocksalt,0.6000,2
289,LiCa4,1.5124,0.6275,35.4372,0.2000,0.0000,0.0000,rocksalt,0.6000,2
290,LiFe4,1.5124,0.6275,35.4372,0.2000,0.0000,0.0000,rocksalt,0.6000,2
291,Mg4Al,1.5124,0.6275,35.4372,0.2000,0.0000,0.0000,rocksalt,0.6000,2
292,Ca4Al,1.5124,0.6275,35.4372,0.2000,0.0000,0.0000,rocksalt,0.6000,2
293,CaMgFe2B,1.5109,0.6405,36.9244,0.2000,0.0000,0.0434,quaternary_heusler,0.5000,4
294,Ca2MgFeB,1.5107,0.6404,36.9051,0.2000,0.0000,0.0429,layered_perovskite,0.5000,4
295,LiCaMgFe3,1.5082,0.6386,36.7021,0.1667,0.0000,0.0000,quaternary_heusler,0.5000,4
296,LiCa2MgFe2,1.5082,0.6386,36.7021,0.1667,0.0000,0.0000,quaternary_heusler,0.5000,4
297,LiCa3MgFe,1.5082,0.6386,36.7021,0.1667,0.0000,0.0000,quaternary_heusler,0.5000,4
298,LiCa(MgFe)2,1.5082,0.6386,36.7021,0.1667,0.0000,0.0000,quaternary_heusler,0.5000,4
299,LiCa2Mg2Fe,1.5082,0.6386,36.7021,0.1667,0.0000,0.0000,quaternary_heusler,0.5000,4
300,LiCaMg3Fe,1.5082,0.6386,36.7021,0.1667,0.0000,0.0000,quaternary_heusler,0.5000,4
301,CaMgAlFe3,1.5082,0.6386,36.7021,0.1667,0.0000,0.0000,quaternary_heusler,0.5000,4
302,Ca2MgAlFe2,1.5082,0.6386,36.7021,0.1667,0.0000,0.0000,quaternary_heusler,0.5000,4
303,Ca3MgAlFe,1.5082,0.6386,36.7021,0.1667,0.0000,0.0000,quaternary_heusler,0.5000,4
304,CaMg2AlFe2,1.5082,0.6386,36.7021,0.1667,0.0000,0.0000,quaternary_heusler,0.5000,4
305,Ca2Mg2AlFe,1.5082,0.6386,36.7021,0.1667,0.0000,0.0000,quaternary_heusler,0.5000,4
306,CaMg3AlFe,1.5082,0.6386,36.7021,0.1667,0.0000,0.0000,quaternary_heusler,0.5000,4
307,LiCaMgFe2,1.4924,0.6275,35.4372,0.2000,0.0000,0.0000,quaternary_heusler,0.5000,4
308,LiCa2MgFe,1.4924,0.6275,35.4372,0.2000,0.0000,0.0000,quaternary_heusler,0.5000,4
309,LiCaMg2Fe,1.4924,0.6275,35.4372,0.2000,0.0000,0.0000,quaternary_heusler,0.5000,4
310,CaMgAlFe2,1.4924,0.6275,35.4372,0.2000,0.0000,0.0000,quaternary_heusler,0.5000,4
311,Ca2MgAlFe,1.4924,0.6275,35.4372,0.2000,0.0000,0.0000,quaternary_heusler,0.5000,4
312,CaMg2AlFe,1.4924,0.6275,35.4372,0.2000,0.0000,0.0000,quaternary_heusler,0.5000,4
313,Fe3B,1.4894,0.6254,35.2026,0.2500,0.0000,0.0463,cesiumchloride,0.5000,2
314,LiMg3,1.4894,0.6115,33.6561,0.2500,0.0000,0.0000,rocksalt,0.6000,2
315,LiCa3,1.4894,0.6115,33.6561,0.2500,0.0000,0.0000,rocksalt,0.6000,2
316,LiFe3,1.4894,0.6115,33.6561,0.2500,0.0000,0.0000,rocksalt,0.6000,2
317,Mg3Al,1.4894,0.6115,33.6561,0.2500,0.0000,0.0000,rocksalt,0.6000,2
318,Ca3Al,1.4894,0.6115,33.6561,0.2500,0.0000,0.0000,rocksalt,0.6000,2
319,LiCaMgFe,1.4894,0.6115,33.6561,0.2500,0.0000,0.0000,quaternary_heusler,0.6000,4
320,CaMg3(FeB)2,1.4877,0.6242,35.0696,0.2500,0.0000,0.0424,quaternary_heusler,0.5000,4
321,Ca2Mg3FeB2,1.4876,0.6241,35.0570,0.2500,0.0000,0.0420,layered_perovskite,0.5000,4
322,Ca3Mg2FeB2,1.4876,0.6241,35.0554,0.2500,0.0000,0.0419,quaternary_heusler,0.5000,4
323,CaMg2Fe3B2,1.4865,0.6234,34.9740,0.2500,0.0000,0.0395,quaternary_heusler,0.5000,4
324,Ca2MgFe3B2,1.4861,0.6231,34.9442,0.2500,0.0000,0.0386,layered_perovskite,0.5000,4
325,Ca3Mg(FeB)2,1.4859,0.6230,34.9288,0.2500,0.0000,0.0382,quaternary_heusler,0.5000,4
326,Mg3B,1.4859,0.6230,34.9273,0.2500,0.0000,0.0381,cesiumchloride,0.5000,2
327,Ca3B,1.4859,0.6230,34.9273,0.2500,0.0000,0.0381,cesiumchloride,0.5000,2
328,Fe5B2,1.4831,0.6210,34.7071,0.2857,0.0000,0.0680,cesiumchloride,0.5000,2
329,CaMg2(FeB)2,1.4790,0.6181,34.3871,0.2857,0.0000,0.0584,quaternary_heusler,0.5000,4
330,LiMg3Fe3B,1.4784,0.6177,34.3423,0.2500,0.0000,0.0207,quaternary_heusler,0.5000,4
331,LiCa3Mg3B,1.4784,0.6177,34.3406,0.2500,0.0000,0.0206,quaternary_heusler,0.5000,4
332,Ca2Mg2FeB2,1.4781,0.6175,34.3168,0.2857,0.0000,0.0563,quaternary_heusler,0.5000,4
333,Mg3AlFe3B,1.4780,0.6175,34.3131,0.2500,0.0000,0.0198,quaternary_heusler,0.5000,4
334,Ca3Mg3AlB,1.4778,0.6173,34.2983,0.2500,0.0000,0.0194,quaternary_heusler,0.5000,4
335,LiCa3Fe3B,1.4776,0.6172,34.2854,0.2500,0.0000,0.0190,quaternary_heusler,0.5000,4
336,Ca3AlFe3B,1.4776,0.6172,34.2788,0.2500,0.0000,0.0188,quaternary_heusler,0.5000,4
337,CaMg3FeB2,1.4771,0.6168,34.2401,0.2857,0.0000,0.0540,quaternary_heusler,0.5000,4
338,Mg5B2,1.4770,0.6168,34.2364,0.2857,0.0000,0.0539,cesiumchloride,0.5000,2
339,Ca5B2,1.4752,0.6155,34.0974,0.2857,0.0000,0.0498,cesiumchloride,0.5000,2
340,Ca2Mg(FeB)2,1.4747,0.6152,34.0607,0.2857,0.0000,0.0486,quaternary_heusler,0.5000,4
341,Ca3MgFeB2,1.4741,0.6148,34.0136,0.2857,0.0000,0.0472,quaternary_heusler,0.5000,4
342,Li2Mg5,1.4734,0.6006,32.4639,0.2857,0.0000,0.0000,rocksalt,0.6000,2
